materia,grado,periodo,tema
Ciencias Naturales y Educación Ambiental,8,I,"Fenómenos homeostáticos de los organismos.
Sistemas de regulación y control: sistema nervioso y sistema endocrino.
Sistemas de órganos: sistema óseo, muscular e inmune.

Leyes de los gases:
Ley de Charles, Ley de Gay Lussac, Boyle-Mariotte, Ley combinada, gases reales y gases ideales.
Comportamiento de un gas ideal ante la variación de temperatura, presión, volumen y cantidad de materia (uso de la ecuación).

Principios de termodinámica:
El calor, la temperatura, energía térmica y energía interna de un sistema.
Primera ley de la termodinámica (energía interna, calor y trabajo).
Segunda ley de la termodinámica (eficiencia mecánica de
una máquina).
Aplicaciones de las leyes de la termodinámica."
Ciencias Naturales y Educación Ambiental,8,III,"Atomos y moleculas 
Organización de la tabla periódica y propiedades de los elementos relacionados con formación de enlaces.
Enlaces en las
moléculas: Enlace iónico y enlace covalente.
Leyes ponderales y estequimetría 
Reacciones químicas y tipos de reacciones.
Estados de oxidación.
Leyes de Mendel
Cuadro de punnett"
Ciencias Naturales y Educación Ambiental,9,I,"-           Historia y generalidades de la genética.
-          Leyes de Mendel.
-          Relaciones entre la meiosis, la segunda y tercera ley de Mendel.
-          La genética humana.
-          Cruces monohíbridos, dihíbridos y grupos sanguíneos.
-          Mecanismos de predicción de proporciones para características heredadas (probabilidades o Punnet).
-          Alteraciones y enfermedades genéticas."
Ciencias Naturales y Educación Ambiental,9,II,"-               Estructura del ADN.
-               Replicación, transcripción y traducción del ADN.
-               Código genético.
-               Relación entre proteínas y características fenotípicas.
-               Variedad genética.
-               Mutación y recombinación de genes.
-               La evolución.
-               Teorías evolutivas: Lamarck, Darwin y selección natural.
-               Mecanismos de evolución."
Ciencias Naturales y Educación Ambiental,9,III,"-               La macroevolución.
-               Filogenia: cladogramas.
-               El tiempo geológico (procesos de transformación de los seres vivos): tiempos precámbricos, era paleozoica, era mesozoica y cenozoica.
-               Los sistemas de clasificación.
-               La clasificación taxonómica.
-               Clasificación de bacterias, protistas, hongos, plantas y animales.
-               Categorías taxonómicas.
-               Características comunes para clasificar organismos.
-               Aplicaciones de microbiología en la industria: fermentación, alimentos y agricultura."
Ciencias Naturales y Educación Ambiental,10,I,"-   Clasificación taxonómica.
-   Niveles de clasificación.
-   Individuo.
-   Población.
-   Tamaño y control de crecimiento poblacional.
-   Interacciones en las comunidades.
-   Flujo de materia y energía.
-   Fotosíntesis.
-   Ciclos biogeoquímicos.
-   Contaminación de ecosistemas."
Ciencias Naturales y Educación Ambiental,10,II,"-   Estructura del ADN.
-   Replicación, transcripción y traducción del ADN.
-   ARN.
-   Mutaciones
-   Biotecnología.
-   Genómica y proteómica.
-   Génica.
-   Bioética."
Ciencias Naturales y Educación Ambiental,10,III,"-   Historia de la evolución.
-   Teorías evolutivas.
-   Selección natural y especiación.
-   Evidencias de la evolución.
PERIODO I
Nombre del área: Ciencias Naturales y Educación Ambiental | Grado: 11 | HS: | 3
Objetivos para el grado:
-       Identifican la función de cada componente de la estructura celular y su función dentro el metabolismo de la misma.
-       Reconocen los diferentes niveles de organización celular para la construcción de la vida en el planeta.
-       Explican la función de la membrana y su implicación en la homeostasis celular.
-       Describen y explican las diferentes fases de la división celular y su función en la construcción de tejidos.
Estándares Básicos de Competencias (EBC):
- Explico la diversidad biológica como consecuencia de cambios ambientales, genéticos y de relaciones dinámicas dentro de los ecosistemas. (Estándar 10°-11°)
- Relaciono la estructura de las moléculas orgánicas e inorgánicas con sus propiedades físicas y químicas y su capacidad de cambio químico. (Estándar 10°-11°)
- Utilizo modelos biológicos, físicos y químicos para explicar la transformación y conservación de la energía. (Estándar 10°-11°)
- Identifico aplicaciones de diferentes modelos biológicos, químicos y físicos en procesos industriales y en el desarrollo tecnológico; analizo críticamente las implicaciones de sus usos. (Estándar 10°-11°)
COMPETENCIAS A DESARROLLAR
Identificar, explicar e indagar
Componentes y desempeños
Entorno vivo (procesos biológicos) | Ciencia, tecnología y sociedad
- Identifico y explico ejemplos del modelo de mecánica de fluidos en los seres vivos.
Pregunta o situación problémica | DBA | Contenidos de Aprendizaje
Pregunta o situación problémica | DBA | Actitudinales | Conceptuales | Procedimentales
En 1838, el botánico alemán Matthias Schleiden concluyó que las células y las sustancias que producen forman la estructura básica de las plantas y que el crecimiento vegetal se da por agregación de células nuevas.
 
¿De qué forma están implicados los mecanismos y componentes celulares en la formación de la célula, y a su vez en la formación de organismos? | Comprende la célula como la unidad básica de la vida y explica sus funciones básicas (transporte de membrana, obtención de energía y división celular) a partir del análisis de su estructura. (CP) | - Reconoce la célula como unidad biológica estructural y fundamental para las diferentes formas de vida en el planeta (CP).
- Responde a sus responsabilidades y roles dentro de grupos de trabajo y respeta las funciones de sus compañeros, de igual forma respeta las instrucciones del docente a la hora de realizar actividades con dispositivos móviles para actividades únicamente académicas. (CP). | - Explica la estructura de organelos celulares y la función que tiene cada uno en la célula y así mismo, en los diferentes niveles de organización celular. (CP)
- Explica la función de la membrana celular en su homeostasis e identifica las consecuencias que podría causar en caso de daño. (CP)
- Interpreta y describe modelos de división celular como mecanismo de regeneración de tejidos. (CP)
- Explica y describe los diferentes procesos implicados en el metabolismo celular e identifica los organelos involucrados en ello. (CP) | - Construye modelos que me permitan dar cuenta del movimiento de sustancias en la célula y las funciones de las organelos celulares (CP)
- Analiza la función de la membrana y concluye la importancia que tiene en el transporte de sustancias, relacionándolo con la homeostasis celular. (CP)
- Crea modelos de división celular y explica las diferentes fases implicadas en este proceso. (CP)
- Analiza la dinámica interna del metabolismo celular y da razón de cómo funcionan sus componentes por separado y en conjunto (CP).
TEMAS
-           Estructura celular.
-          Funciones de los organelos celulares.
-          Niveles de organización celular.
-          Transporte a través de la membrana celular.
-          División celular.
-          Función de las biomoléculas en las células.
-          Las enzimas.
-          Metabolismo celular."
Ciencias Naturales y Educación Ambiental,11,II,"-           Cromosomas y genes.
-          Rasgos heredados y adquiridos.
-          Leyes de Mendel.
-          Mutaciones.
-          Herencia de grupos sanguíneos."
Ciencias Naturales y Educación Ambiental,11,III,"-           Funciones vitales de los seres vivos.
-          Funciones de regulación y homeóstasis en órganos de seres vivos.
-          Sistemas corporales (Nervioso, endocrino, Inmunológico)
-           Evolución y biodiversidad.
-           Ecología.
-           Relaciones interespecíficas e intraespecíficas."
Física,9,I,"Introducción a la física: ¿Qué estudia la física como ciencia natural? Y áreas de la física.  
Magnitudes físicas (escalares y vectoriales), unidades en el SI y conversiones
Notación científica 
Instrumentos de medición 
Vectores y operaciones con vectores (gráfico y numérico a partir de las componentes) y magnitudes vectoriales."
Física,9,II,"Introducción a cinemática: Conceptos básicos de movimiento (tiempo, posición, velocidad, aceleración).
Movimiento en 1 dimensión: Movimiento rectilíneo uniforme, movimiento uniformemente acelerado, caída libre (trabajo centrado en descripción de situaciones y reconocimiento, enunciación de ecuaciones y trabajo profundo en gráficas para relacionar variables) No se trabaja aplicación de ecuaciones de manera formal.
Movimiento en 2 dimensiones: Descripción de situaciones y componentes (movimiento parabólico y semiparabólico) en el plano cartesiano, componentes vectoriales de las variables, análisis de situaciones problema, enunciación de ecuaciones. No se trabaja aplicación de ecuaciones
 de manera formal."
Física,9,III,"Introducción a dinámica: concepto de fuerzas, tipos de fuerzas y medición de las fuerzas (ley de Hooke). 
Construcción de diagramas de cuerpo libre 
Leyes de Newton: Postulados y estudio cualitativo de las leyes de Newton por medio de situaciones, ejemplos y aplicaciones. 
Introducción a la termodinámica: Conceptos de calor (asociado a una forma de energía y temperatura). Calor específico y capacidad calorífica. 
Introducción al concepto de carga eléctrica y electricidad.
Introducción al concepto de magnetismo."
Física,10,I,"Movimiento rectilíneo uniforme (retomar gráficos, profundizar en el uso de ecuaciones y problemas de aplicación utilizando lenguaje matemático.)
Movimiento uniformemente acelerado (retomar gráficos, profundizar en el uso de ecuaciones y problemas de aplicación para caída libre y rectilíneo uniformemente acelerado utilizando lenguaje matemático.)
Movimiento en dos dimensiones (retomar gráficos, profundizar en el uso de ecuaciones y problemas de aplicación para movimiento parabólico y semiparabólico utilizando lenguaje matemático.)
Movimiento circular uniforme (concepto, gráficas y ecuaciones)"
Física,10,II,"Dinámica:
Diagramas de cuerpo libre, planos inclinados y planteamiento de sistemas de ecuaciones. 
Primera ley de newton:   Principio de inercia, Equilibrio de traslación, sumatoria de todas las fuerzas igual a cero. 
Segunda ley de Newton: Fuerzas no equilibradas, sumatoria de todas las fuerzas diferente de cero (igual a masa por aceleración). Resolución de problemas con dos masas.
Tercera Ley de Newton: Principio de acción y reacción, impulso, cantidad de movimiento lineal, conservación de la cantidad de movimiento, colisiones (choques elásticos e inelásticos).
Dinámica del movimiento circular: Fuerza centrípeta y centrífuga, Ley de gravitación universal, leyes de Keppler.
Torque y condiciones de equilibrio: Centro de masa y centro de gravedad.
Trabajo y energía:  Conceptos y aplicaciones de trabajo, energía potencial y cinética, potencial, conservación de la energía."
Física,10,III,"Mecánica de fluidos (hidrostática):  Concepto de fluido, concepto y aplicación de densidad y presión (unidades de medida), principio de Pascal y Arquímedes. 
Dinámica de fluidos (hidrodinámica): Flujo de fluidos, ecuación de Bernoulli.
Termodinámica:
Temperatura (medidas de la temperatura), dilatación térmica, transferencia de calor y calorimetría.
Ley cero de la termodinámica: equilibrio térmico 
Primera ley de la termodinámica: Conservación de la energía, energía interna, procesos termodinámicos (gráficos de variables involucradas)."
Física,11,I,"Ondas: Movimientos oscilatorios, fenómenos ondulatorios y sonido
Movimiento armónico simple: características de los movimientos oscilatorios, período y frecuencia, cinemática del M.A.S (ecuaciones generales, gráficas, periodo), energía del M.A.S, sistema masa-resorte (cinemática y dinámica), péndulo simple.
Ondas: Formación y propiedades, tipos de onda (transversales y longitudinales), función de onda (ecuación y gráfica).
Fenómenos ondulatorios: Reflexión, refracción, principio de superposición e interferencia, difracción. 
Sonido: Formación y propagación de las ondas sonoras, características del sonido, efecto Doppler.
Sistemas resonantes: Tubos y cuerdas."
Física,11,II,"Naturaleza de la luz, la velocidad de la luz, propagación de la luz y espectro electromagnético.
Reflexión de la luz: Fenómeno, espejos planos, cóncavos y convexos.
Refracción de la luz: Fenómeno, Reflexión total, prismas, lentes (convergentes y divergentes).
Interferencia y difracción de la luz.
Instrumentos ópticos: Ojo humano, Microscopio, telescopio, cámara fotográfica."
Física,11,III,"Electromagnetismo
- Electrostática: Ley de Coulomb, Carga eléctrica y fuerza eléctrica.
-Campo y potencial eléctrico: campo producido por una carga, líneas de campo, diferencial de potencial.
-Ley de Ohm 
-Circuitos en serie, paralelo y mixto (resistencias y condensadores)
-Ley de Corrientes de Kirchhoff 
-Ley de voltajes de Kirchoff
-Método de mallas (aplicación leyes de Kirchhoff)"
